

ESTACIÓN AUTOMÁTICA: Ourense
CONCELLO: Ourense
PROVINCIA: Ourense

CÓDIGOS DE VALIDACIÓN DOS DATOS:
0:  Dato sen validar
1:  Dato válido orixinal
2:  Dato sospeitoso
3:  Dato erróneo
4:  Dato acumulado                                    
5:  Dato válido interpolado
9:  Dato non rexistrado


Nota: O valor -9999 indicará dato non rexistrado

Tipo de consulta: Variables diarias
Período:01/4/2015-23/10/2015


COD.VALIDACIÓN  DATA          PARÁMETRO (Unidades)                     VALOR
      1          30/07/2015    Humidade Relativa Máxima (%)              91
      1          31/07/2015    Humidade Relativa Máxima (%)              82
      1          01/08/2015    Humidade Relativa Máxima (%)              87
      1          02/08/2015    Humidade Relativa Máxima (%)              91
      1          03/08/2015    Humidade Relativa Máxima (%)              89
      1          04/08/2015    Humidade Relativa Máxima (%)              92
      1          05/08/2015    Humidade Relativa Máxima (%)              87
      1          06/08/2015    Humidade Relativa Máxima (%)              90
      1          07/08/2015    Humidade Relativa Máxima (%)              85
      1          08/08/2015    Humidade Relativa Máxima (%)              82
      1          09/08/2015    Humidade Relativa Máxima (%)              85
      1          10/08/2015    Humidade Relativa Máxima (%)              88
      1          11/08/2015    Humidade Relativa Máxima (%)              86
      1          12/08/2015    Humidade Relativa Máxima (%)              89
      1          13/08/2015    Humidade Relativa Máxima (%)              86
      1          14/08/2015    Humidade Relativa Máxima (%)              95
      1          15/08/2015    Humidade Relativa Máxima (%)              95
      1          16/08/2015    Humidade Relativa Máxima (%)              91
      1          17/08/2015    Humidade Relativa Máxima (%)              88
      1          18/08/2015    Humidade Relativa Máxima (%)              88
      1          19/08/2015    Humidade Relativa Máxima (%)              90
      1          20/08/2015    Humidade Relativa Máxima (%)              87
      1          21/08/2015    Humidade Relativa Máxima (%)              87
      1          22/08/2015    Humidade Relativa Máxima (%)              90
      1          23/08/2015    Humidade Relativa Máxima (%)              94
      1          24/08/2015    Humidade Relativa Máxima (%)              96
      1          25/08/2015    Humidade Relativa Máxima (%)              82
      1          26/08/2015    Humidade Relativa Máxima (%)              91
      1          27/08/2015    Humidade Relativa Máxima (%)              92
      1          28/08/2015    Humidade Relativa Máxima (%)              77
      1          29/08/2015    Humidade Relativa Máxima (%)              84
      1          30/08/2015    Humidade Relativa Máxima (%)              90
      1          31/08/2015    Humidade Relativa Máxima (%)              84
      1          01/09/2015    Humidade Relativa Máxima (%)              77
      1          02/09/2015    Humidade Relativa Máxima (%)              77
      1          03/09/2015    Humidade Relativa Máxima (%)              75
      1          04/09/2015    Humidade Relativa Máxima (%)              84
      1          05/09/2015    Humidade Relativa Máxima (%)              88
      1          06/09/2015    Humidade Relativa Máxima (%)              90
      1          07/09/2015    Humidade Relativa Máxima (%)              92
      1          08/09/2015    Humidade Relativa Máxima (%)              91
      1          09/09/2015    Humidade Relativa Máxima (%)              87
      1          10/09/2015    Humidade Relativa Máxima (%)              94
      1          11/09/2015    Humidade Relativa Máxima (%)              92
      1          12/09/2015    Humidade Relativa Máxima (%)              81
      1          13/09/2015    Humidade Relativa Máxima (%)              95
      1          14/09/2015    Humidade Relativa Máxima (%)              94
      1          15/09/2015    Humidade Relativa Máxima (%)              91
      1          16/09/2015    Humidade Relativa Máxima (%)              95
      1          17/09/2015    Humidade Relativa Máxima (%)              95
      1          18/09/2015    Humidade Relativa Máxima (%)              97
      1          19/09/2015    Humidade Relativa Máxima (%)              96
      1          20/09/2015    Humidade Relativa Máxima (%)              95
      1          21/09/2015    Humidade Relativa Máxima (%)              96
      1          22/09/2015    Humidade Relativa Máxima (%)              76
      1          23/09/2015    Humidade Relativa Máxima (%)              94
      1          24/09/2015    Humidade Relativa Máxima (%)              95
      1          25/09/2015    Humidade Relativa Máxima (%)              94
      1          26/09/2015    Humidade Relativa Máxima (%)              93
      1          27/09/2015    Humidade Relativa Máxima (%)              95
      1          28/09/2015    Humidade Relativa Máxima (%)              96
      1          29/09/2015    Humidade Relativa Máxima (%)              93
      1          30/09/2015    Humidade Relativa Máxima (%)              96
      1          01/10/2015    Humidade Relativa Máxima (%)              96
      1          02/10/2015    Humidade Relativa Máxima (%)              96
      1          03/10/2015    Humidade Relativa Máxima (%)              96
      1          04/10/2015    Humidade Relativa Máxima (%)              97
      1          05/10/2015    Humidade Relativa Máxima (%)              96
      1          06/10/2015    Humidade Relativa Máxima (%)              94
      1          07/10/2015    Humidade Relativa Máxima (%)              96
      1          08/10/2015    Humidade Relativa Máxima (%)              96
      1          09/10/2015    Humidade Relativa Máxima (%)              97
      1          10/10/2015    Humidade Relativa Máxima (%)              96
      1          11/10/2015    Humidade Relativa Máxima (%)              96
      1          12/10/2015    Humidade Relativa Máxima (%)              94
      1          13/10/2015    Humidade Relativa Máxima (%)              95
      1          14/10/2015    Humidade Relativa Máxima (%)              97
      1          15/10/2015    Humidade Relativa Máxima (%)              97
      1          16/10/2015    Humidade Relativa Máxima (%)              95
      1          17/10/2015    Humidade Relativa Máxima (%)              94
      1          18/10/2015    Humidade Relativa Máxima (%)              98
      1          19/10/2015    Humidade Relativa Máxima (%)              98
      1          20/10/2015    Humidade Relativa Máxima (%)              91
      1          21/10/2015    Humidade Relativa Máxima (%)              96
      1          22/10/2015    Humidade Relativa Máxima (%)              96
      1          01/04/2015    Humidade Relativa Mínima (%)              31
      1          02/04/2015    Humidade Relativa Mínima (%)              17
      1          03/04/2015    Humidade Relativa Mínima (%)              14
      1          04/04/2015    Humidade Relativa Mínima (%)              27
      1          05/04/2015    Humidade Relativa Mínima (%)              9
      1          06/04/2015    Humidade Relativa Mínima (%)              23
      1          07/04/2015    Humidade Relativa Mínima (%)              25
      1          08/04/2015    Humidade Relativa Mínima (%)              23
      1          09/04/2015    Humidade Relativa Mínima (%)              43
      1          10/04/2015    Humidade Relativa Mínima (%)              46
      1          11/04/2015    Humidade Relativa Mínima (%)              27
      1          12/04/2015    Humidade Relativa Mínima (%)              23
      1          13/04/2015    Humidade Relativa Mínima (%)              20
      1          14/04/2015    Humidade Relativa Mínima (%)              32
      1          15/04/2015    Humidade Relativa Mínima (%)              48
      1          16/04/2015    Humidade Relativa Mínima (%)              72
      1          17/04/2015    Humidade Relativa Mínima (%)              29
      1          18/04/2015    Humidade Relativa Mínima (%)              64
      1          19/04/2015    Humidade Relativa Mínima (%)              39
      1          20/04/2015    Humidade Relativa Mínima (%)              31
      1          21/04/2015    Humidade Relativa Mínima (%)              29
      1          22/04/2015    Humidade Relativa Mínima (%)              49
      1          23/04/2015    Humidade Relativa Mínima (%)              36
      1          24/04/2015    Humidade Relativa Mínima (%)              77
      1          25/04/2015    Humidade Relativa Mínima (%)              66
      1          26/04/2015    Humidade Relativa Mínima (%)              58
      1          27/04/2015    Humidade Relativa Mínima (%)              56
      1          28/04/2015    Humidade Relativa Mínima (%)              47
      1          29/04/2015    Humidade Relativa Mínima (%)              42
      1          30/04/2015    Humidade Relativa Mínima (%)              64
      1          01/05/2015    Humidade Relativa Mínima (%)              66
      1          02/05/2015    Humidade Relativa Mínima (%)              41
      1          03/05/2015    Humidade Relativa Mínima (%)              53
      1          04/05/2015    Humidade Relativa Mínima (%)              44
      1          05/05/2015    Humidade Relativa Mínima (%)              54
      1          06/05/2015    Humidade Relativa Mínima (%)              33
      1          07/05/2015    Humidade Relativa Mínima (%)              25
      1          08/05/2015    Humidade Relativa Mínima (%)              53
      1          09/05/2015    Humidade Relativa Mínima (%)              20
      1          10/05/2015    Humidade Relativa Mínima (%)              31
      1          11/05/2015    Humidade Relativa Mínima (%)              29
      1          12/05/2015    Humidade Relativa Mínima (%)              27
      1          13/05/2015    Humidade Relativa Mínima (%)              28
      1          14/05/2015    Humidade Relativa Mínima (%)              36
      1          15/05/2015    Humidade Relativa Mínima (%)              35
      1          16/05/2015    Humidade Relativa Mínima (%)              38
      1          17/05/2015    Humidade Relativa Mínima (%)              30
      1          18/05/2015    Humidade Relativa Mínima (%)              43
      1          19/05/2015    Humidade Relativa Mínima (%)              39
      1          20/05/2015    Humidade Relativa Mínima (%)              45
      1          21/05/2015    Humidade Relativa Mínima (%)              35
      1          22/05/2015    Humidade Relativa Mínima (%)              30
      1          23/05/2015    Humidade Relativa Mínima (%)              30
      1          24/05/2015    Humidade Relativa Mínima (%)              31
      1          25/05/2015    Humidade Relativa Mínima (%)              33
      1          26/05/2015    Humidade Relativa Mínima (%)              33
      1          27/05/2015    Humidade Relativa Mínima (%)              28
      1          28/05/2015    Humidade Relativa Mínima (%)              30
      1          29/05/2015    Humidade Relativa Mínima (%)              20
      1          30/05/2015    Humidade Relativa Mínima (%)              35
      1          31/05/2015    Humidade Relativa Mínima (%)              45
      1          01/06/2015    Humidade Relativa Mínima (%)              35
      1          02/06/2015    Humidade Relativa Mínima (%)              14
      1          03/06/2015    Humidade Relativa Mínima (%)              27
      1          04/06/2015    Humidade Relativa Mínima (%)              18
      1          05/06/2015    Humidade Relativa Mínima (%)              39
      1          06/06/2015    Humidade Relativa Mínima (%)              38
      1          07/06/2015    Humidade Relativa Mínima (%)              21
      1          08/06/2015    Humidade Relativa Mínima (%)              25
      1          09/06/2015    Humidade Relativa Mínima (%)              45
      1          10/06/2015    Humidade Relativa Mínima (%)              33
      1          11/06/2015    Humidade Relativa Mínima (%)              34
      1          12/06/2015    Humidade Relativa Mínima (%)              37
      1          13/06/2015    Humidade Relativa Mínima (%)              45
      1          14/06/2015    Humidade Relativa Mínima (%)              40
      1          15/06/2015    Humidade Relativa Mínima (%)              36
      1          16/06/2015    Humidade Relativa Mínima (%)              27
      1          17/06/2015    Humidade Relativa Mínima (%)              29
      1          18/06/2015    Humidade Relativa Mínima (%)              26
      1          19/06/2015    Humidade Relativa Mínima (%)              25
      1          20/06/2015    Humidade Relativa Mínima (%)              21
      1          21/06/2015    Humidade Relativa Mínima (%)              14
      1          22/06/2015    Humidade Relativa Mínima (%)              46
      1          23/06/2015    Humidade Relativa Mínima (%)              61
      1          24/06/2015    Humidade Relativa Mínima (%)              40
      1          25/06/2015    Humidade Relativa Mínima (%)              27
      1          26/06/2015    Humidade Relativa Mínima (%)              16
      1          27/06/2015    Humidade Relativa Mínima (%)              28
      1          28/06/2015    Humidade Relativa Mínima (%)              17
      1          29/06/2015    Humidade Relativa Mínima (%)              17
      1          30/06/2015    Humidade Relativa Mínima (%)              25
      1          01/07/2015    Humidade Relativa Mínima (%)              42
      1          02/07/2015    Humidade Relativa Mínima (%)              20
      1          03/07/2015    Humidade Relativa Mínima (%)              20
      1          04/07/2015    Humidade Relativa Mínima (%)              40
      1          05/07/2015    Humidade Relativa Mínima (%)              20
      1          06/07/2015    Humidade Relativa Mínima (%)              13
      1          07/07/2015    Humidade Relativa Mínima (%)              33
      1          08/07/2015    Humidade Relativa Mínima (%)              31
      1          09/07/2015    Humidade Relativa Mínima (%)              15
      1          10/07/2015    Humidade Relativa Mínima (%)              35
      1          11/07/2015    Humidade Relativa Mínima (%)              24
      1          12/07/2015    Humidade Relativa Mínima (%)              21
      1          13/07/2015    Humidade Relativa Mínima (%)              26
      1          14/07/2015    Humidade Relativa Mínima (%)              22
      1          15/07/2015    Humidade Relativa Mínima (%)              24
      1          16/07/2015    Humidade Relativa Mínima (%)              22
      1          17/07/2015    Humidade Relativa Mínima (%)              30
      1          18/07/2015    Humidade Relativa Mínima (%)              40
      1          19/07/2015    Humidade Relativa Mínima (%)              42
      1          20/07/2015    Humidade Relativa Mínima (%)              36
      1          21/07/2015    Humidade Relativa Mínima (%)              35
      1          22/07/2015    Humidade Relativa Mínima (%)              25
      1          23/07/2015    Humidade Relativa Mínima (%)              22
      1          24/07/2015    Humidade Relativa Mínima (%)              42
      1          25/07/2015    Humidade Relativa Mínima (%)              13
      1          26/07/2015    Humidade Relativa Mínima (%)              40
      1          27/07/2015    Humidade Relativa Mínima (%)              30
      1          28/07/2015    Humidade Relativa Mínima (%)              39
      1          29/07/2015    Humidade Relativa Mínima (%)              33
      1          30/07/2015    Humidade Relativa Mínima (%)              54
      1          31/07/2015    Humidade Relativa Mínima (%)              39
      1          01/08/2015    Humidade Relativa Mínima (%)              22
      1          02/08/2015    Humidade Relativa Mínima (%)              22
      1          03/08/2015    Humidade Relativa Mínima (%)              38
      1          04/08/2015    Humidade Relativa Mínima (%)              22
      1          05/08/2015    Humidade Relativa Mínima (%)              26
      1          06/08/2015    Humidade Relativa Mínima (%)              31
      1          07/08/2015    Humidade Relativa Mínima (%)              28
      1          08/08/2015    Humidade Relativa Mínima (%)              32
      1          09/08/2015    Humidade Relativa Mínima (%)              14
      1          10/08/2015    Humidade Relativa Mínima (%)              13
      1          11/08/2015    Humidade Relativa Mínima (%)              33
      1          12/08/2015    Humidade Relativa Mínima (%)              39
      1          13/08/2015    Humidade Relativa Mínima (%)              66
      1          14/08/2015    Humidade Relativa Mínima (%)              46
      1          15/08/2015    Humidade Relativa Mínima (%)              39
      1          16/08/2015    Humidade Relativa Mínima (%)              53
      1          17/08/2015    Humidade Relativa Mínima (%)              33
      1          18/08/2015    Humidade Relativa Mínima (%)              29
      1          19/08/2015    Humidade Relativa Mínima (%)              17
      1          20/08/2015    Humidade Relativa Mínima (%)              15
      1          21/08/2015    Humidade Relativa Mínima (%)              17
      1          22/08/2015    Humidade Relativa Mínima (%)              47
      1          23/08/2015    Humidade Relativa Mínima (%)              53
      1          24/08/2015    Humidade Relativa Mínima (%)              36
      1          25/08/2015    Humidade Relativa Mínima (%)              43
      1          26/08/2015    Humidade Relativa Mínima (%)              43
      1          27/08/2015    Humidade Relativa Mínima (%)              40
      1          28/08/2015    Humidade Relativa Mínima (%)              40
      1          29/08/2015    Humidade Relativa Mínima (%)              22
      1          30/08/2015    Humidade Relativa Mínima (%)              27
      1          31/08/2015    Humidade Relativa Mínima (%)              49
      1          01/09/2015    Humidade Relativa Mínima (%)              40
      1          02/09/2015    Humidade Relativa Mínima (%)              44
      1          03/09/2015    Humidade Relativa Mínima (%)              35
      1          04/09/2015    Humidade Relativa Mínima (%)              34
      1          05/09/2015    Humidade Relativa Mínima (%)              30
      1          06/09/2015    Humidade Relativa Mínima (%)              19
      1          07/09/2015    Humidade Relativa Mínima (%)              17
      1          08/09/2015    Humidade Relativa Mínima (%)              26
      1          09/09/2015    Humidade Relativa Mínima (%)              49
      1          10/09/2015    Humidade Relativa Mínima (%)              35
      1          11/09/2015    Humidade Relativa Mínima (%)              33
      1          12/09/2015    Humidade Relativa Mínima (%)              39
      1          13/09/2015    Humidade Relativa Mínima (%)              57
      1          14/09/2015    Humidade Relativa Mínima (%)              40
      1          15/09/2015    Humidade Relativa Mínima (%)              65
      1          16/09/2015    Humidade Relativa Mínima (%)              56
      1          17/09/2015    Humidade Relativa Mínima (%)              44
      1          18/09/2015    Humidade Relativa Mínima (%)              37
      1          19/09/2015    Humidade Relativa Mínima (%)              20
      1          20/09/2015    Humidade Relativa Mínima (%)              21
      1          21/09/2015    Humidade Relativa Mínima (%)              25
      1          22/09/2015    Humidade Relativa Mínima (%)              48
      1          23/09/2015    Humidade Relativa Mínima (%)              39
      1          24/09/2015    Humidade Relativa Mínima (%)              26
      1          25/09/2015    Humidade Relativa Mínima (%)              26
      1          26/09/2015    Humidade Relativa Mínima (%)              27
      1          27/09/2015    Humidade Relativa Mínima (%)              35
      1          28/09/2015    Humidade Relativa Mínima (%)              22
      1          29/09/2015    Humidade Relativa Mínima (%)              32
      1          30/09/2015    Humidade Relativa Mínima (%)              44
      1          01/10/2015    Humidade Relativa Mínima (%)              25
      1          02/10/2015    Humidade Relativa Mínima (%)              38
      1          03/10/2015    Humidade Relativa Mínima (%)              47
      1          04/10/2015    Humidade Relativa Mínima (%)              58
      1          05/10/2015    Humidade Relativa Mínima (%)              53
      1          06/10/2015    Humidade Relativa Mínima (%)              62
      1          07/10/2015    Humidade Relativa Mínima (%)              43
      1          08/10/2015    Humidade Relativa Mínima (%)              36
      1          09/10/2015    Humidade Relativa Mínima (%)              36
      1          10/10/2015    Humidade Relativa Mínima (%)              55
      1          11/10/2015    Humidade Relativa Mínima (%)              60
      1          12/10/2015    Humidade Relativa Mínima (%)              61
      1          13/10/2015    Humidade Relativa Mínima (%)              39
      1          14/10/2015    Humidade Relativa Mínima (%)              40
      1          15/10/2015    Humidade Relativa Mínima (%)              30
      1          16/10/2015    Humidade Relativa Mínima (%)              55
      1          17/10/2015    Humidade Relativa Mínima (%)              35
      1          18/10/2015    Humidade Relativa Mínima (%)              84
      1          19/10/2015    Humidade Relativa Mínima (%)              71
      1          20/10/2015    Humidade Relativa Mínima (%)              47
      1          21/10/2015    Humidade Relativa Mínima (%)              44
      1          22/10/2015    Humidade Relativa Mínima (%)              41
      1          01/04/2015    Temperatura de Orballo (ºC)               6,2
      1          02/04/2015    Temperatura de Orballo (ºC)               4,2
      1          03/04/2015    Temperatura de Orballo (ºC)               3,9
      1          04/04/2015    Temperatura de Orballo (ºC)               5
      1          05/04/2015    Temperatura de Orballo (ºC)               4,2
      1          06/04/2015    Temperatura de Orballo (ºC)               6,1
      1          07/04/2015    Temperatura de Orballo (ºC)               6,7
      1          08/04/2015    Temperatura de Orballo (ºC)               4,7
      1          09/04/2015    Temperatura de Orballo (ºC)               9,5
      1          10/04/2015    Temperatura de Orballo (ºC)               9,6
      1          11/04/2015    Temperatura de Orballo (ºC)               6,7
      1          12/04/2015    Temperatura de Orballo (ºC)               7
      1          13/04/2015    Temperatura de Orballo (ºC)               7,6
      1          14/04/2015    Temperatura de Orballo (ºC)               9,1
      1          15/04/2015    Temperatura de Orballo (ºC)               10,2
      1          16/04/2015    Temperatura de Orballo (ºC)               10,6
      1          17/04/2015    Temperatura de Orballo (ºC)               7,2
      1          18/04/2015    Temperatura de Orballo (ºC)               8,3
      1          19/04/2015    Temperatura de Orballo (ºC)               7,4
      1          20/04/2015    Temperatura de Orballo (ºC)               7,3
      1          21/04/2015    Temperatura de Orballo (ºC)               8,8
      1          22/04/2015    Temperatura de Orballo (ºC)               10,2
      1          23/04/2015    Temperatura de Orballo (ºC)               7,5
      1          24/04/2015    Temperatura de Orballo (ºC)               11,2
      1          25/04/2015    Temperatura de Orballo (ºC)               12,1
      1          26/04/2015    Temperatura de Orballo (ºC)               9,7
      1          27/04/2015    Temperatura de Orballo (ºC)               10
      1          28/04/2015    Temperatura de Orballo (ºC)               7,7
      1          29/04/2015    Temperatura de Orballo (ºC)               6,7
      1          30/04/2015    Temperatura de Orballo (ºC)               11,5
      1          01/05/2015    Temperatura de Orballo (ºC)               14,1
      1          02/05/2015    Temperatura de Orballo (ºC)               13
      1          03/05/2015    Temperatura de Orballo (ºC)               13,5
      1          04/05/2015    Temperatura de Orballo (ºC)               12,9
      1          05/05/2015    Temperatura de Orballo (ºC)               7,7
      1          06/05/2015    Temperatura de Orballo (ºC)               6,3
      1          07/05/2015    Temperatura de Orballo (ºC)               9,6
      1          08/05/2015    Temperatura de Orballo (ºC)               12,1
      1          09/05/2015    Temperatura de Orballo (ºC)               10,2
      1          10/05/2015    Temperatura de Orballo (ºC)               12,3
      1          11/05/2015    Temperatura de Orballo (ºC)               12,2
      1          12/05/2015    Temperatura de Orballo (ºC)               12,6
      1          13/05/2015    Temperatura de Orballo (ºC)               10,9
      1          14/05/2015    Temperatura de Orballo (ºC)               7
      1          15/05/2015    Temperatura de Orballo (ºC)               6,2
      1          16/05/2015    Temperatura de Orballo (ºC)               9,8
      1          17/05/2015    Temperatura de Orballo (ºC)               11,6
      1          18/05/2015    Temperatura de Orballo (ºC)               10,7
      1          19/05/2015    Temperatura de Orballo (ºC)               4,6
      1          20/05/2015    Temperatura de Orballo (ºC)               5,8
      1          21/05/2015    Temperatura de Orballo (ºC)               5,7
      1          22/05/2015    Temperatura de Orballo (ºC)               5,9
      1          23/05/2015    Temperatura de Orballo (ºC)               7
      1          24/05/2015    Temperatura de Orballo (ºC)               9,3
      1          25/05/2015    Temperatura de Orballo (ºC)               10,3
      1          26/05/2015    Temperatura de Orballo (ºC)               10,1
      1          27/05/2015    Temperatura de Orballo (ºC)               10,3
      1          28/05/2015    Temperatura de Orballo (ºC)               10,9
      1          29/05/2015    Temperatura de Orballo (ºC)               8,9
      1          30/05/2015    Temperatura de Orballo (ºC)               10,3
      1          31/05/2015    Temperatura de Orballo (ºC)               12
      1          01/06/2015    Temperatura de Orballo (ºC)               12,2
      1          02/06/2015    Temperatura de Orballo (ºC)               8,3
      1          03/06/2015    Temperatura de Orballo (ºC)               13,5
      1          04/06/2015    Temperatura de Orballo (ºC)               12,3
      1          05/06/2015    Temperatura de Orballo (ºC)               13,5
      1          06/06/2015    Temperatura de Orballo (ºC)               13,8
      1          07/06/2015    Temperatura de Orballo (ºC)               13,6
      1          08/06/2015    Temperatura de Orballo (ºC)               14,8
      1          09/06/2015    Temperatura de Orballo (ºC)               14,3
      1          10/06/2015    Temperatura de Orballo (ºC)               9,9
      1          11/06/2015    Temperatura de Orballo (ºC)               8,7
      1          12/06/2015    Temperatura de Orballo (ºC)               7
      1          13/06/2015    Temperatura de Orballo (ºC)               8,2
      1          14/06/2015    Temperatura de Orballo (ºC)               11,6
      1          15/06/2015    Temperatura de Orballo (ºC)               10,7
      1          16/06/2015    Temperatura de Orballo (ºC)               9,8
      1          17/06/2015    Temperatura de Orballo (ºC)               10,9
      1          18/06/2015    Temperatura de Orballo (ºC)               12,2
      1          19/06/2015    Temperatura de Orballo (ºC)               12,9
      1          20/06/2015    Temperatura de Orballo (ºC)               13,2
      1          21/06/2015    Temperatura de Orballo (ºC)               12,3
      1          22/06/2015    Temperatura de Orballo (ºC)               14,9
      1          23/06/2015    Temperatura de Orballo (ºC)               15,2
      1          24/06/2015    Temperatura de Orballo (ºC)               15,1
      1          25/06/2015    Temperatura de Orballo (ºC)               14,1
      1          26/06/2015    Temperatura de Orballo (ºC)               10,7
      1          27/06/2015    Temperatura de Orballo (ºC)               14
      1          28/06/2015    Temperatura de Orballo (ºC)               13,7
      1          29/06/2015    Temperatura de Orballo (ºC)               14
      1          30/06/2015    Temperatura de Orballo (ºC)               14,3
      1          01/07/2015    Temperatura de Orballo (ºC)               14,7
      1          02/07/2015    Temperatura de Orballo (ºC)               10
      1          03/07/2015    Temperatura de Orballo (ºC)               9,6
      1          04/07/2015    Temperatura de Orballo (ºC)               13,6
      1          05/07/2015    Temperatura de Orballo (ºC)               12,2
      1          06/07/2015    Temperatura de Orballo (ºC)               11,2
      1          07/07/2015    Temperatura de Orballo (ºC)               12,5
      1          08/07/2015    Temperatura de Orballo (ºC)               12,5
      1          09/07/2015    Temperatura de Orballo (ºC)               12,4
      1          10/07/2015    Temperatura de Orballo (ºC)               13,8
      1          11/07/2015    Temperatura de Orballo (ºC)               12,7
      1          12/07/2015    Temperatura de Orballo (ºC)               13,2
      1          13/07/2015    Temperatura de Orballo (ºC)               14,1
      1          14/07/2015    Temperatura de Orballo (ºC)               14,5
      1          15/07/2015    Temperatura de Orballo (ºC)               15,8
      1          16/07/2015    Temperatura de Orballo (ºC)               14,1
      1          17/07/2015    Temperatura de Orballo (ºC)               14,6
      1          18/07/2015    Temperatura de Orballo (ºC)               14,5
      1          19/07/2015    Temperatura de Orballo (ºC)               15,1
      1          20/07/2015    Temperatura de Orballo (ºC)               17,6
      1          21/07/2015    Temperatura de Orballo (ºC)               16,9
      1          22/07/2015    Temperatura de Orballo (ºC)               13,5
      1          23/07/2015    Temperatura de Orballo (ºC)               12
      1          24/07/2015    Temperatura de Orballo (ºC)               13,8
      1          25/07/2015    Temperatura de Orballo (ºC)               7,5
      1          26/07/2015    Temperatura de Orballo (ºC)               13,2
      1          27/07/2015    Temperatura de Orballo (ºC)               13
      1          28/07/2015    Temperatura de Orballo (ºC)               13,9
      1          29/07/2015    Temperatura de Orballo (ºC)               15,2
      1          30/07/2015    Temperatura de Orballo (ºC)               14,9
      1          31/07/2015    Temperatura de Orballo (ºC)               12,9
      1          01/08/2015    Temperatura de Orballo (ºC)               10,9
      1          02/08/2015    Temperatura de Orballo (ºC)               11,4
      1          03/08/2015    Temperatura de Orballo (ºC)               12,1
      1          04/08/2015    Temperatura de Orballo (ºC)               10,7
      1          05/08/2015    Temperatura de Orballo (ºC)               12,1
      1          06/08/2015    Temperatura de Orballo (ºC)               13,1
      1          07/08/2015    Temperatura de Orballo (ºC)               9,5
      1          08/08/2015    Temperatura de Orballo (ºC)               9,5
      1          09/08/2015    Temperatura de Orballo (ºC)               10,2
      1          10/08/2015    Temperatura de Orballo (ºC)               11,5
      1          11/08/2015    Temperatura de Orballo (ºC)               15,2
      1          12/08/2015    Temperatura de Orballo (ºC)               14,8
      1          13/08/2015    Temperatura de Orballo (ºC)               12,9
      1          14/08/2015    Temperatura de Orballo (ºC)               12
      1          15/08/2015    Temperatura de Orballo (ºC)               13,6
      1          16/08/2015    Temperatura de Orballo (ºC)               14,9
      1          17/08/2015    Temperatura de Orballo (ºC)               14,5
      1          18/08/2015    Temperatura de Orballo (ºC)               12,1
      1          19/08/2015    Temperatura de Orballo (ºC)               11,1
      1          20/08/2015    Temperatura de Orballo (ºC)               11,9
      1          21/08/2015    Temperatura de Orballo (ºC)               13,8
      1          22/08/2015    Temperatura de Orballo (ºC)               13,6
      1          23/08/2015    Temperatura de Orballo (ºC)               11,8
      1          24/08/2015    Temperatura de Orballo (ºC)               10,6
      1          25/08/2015    Temperatura de Orballo (ºC)               12,9
      1          26/08/2015    Temperatura de Orballo (ºC)               14,5
      1          27/08/2015    Temperatura de Orballo (ºC)               16,5
      1          28/08/2015    Temperatura de Orballo (ºC)               17,1
      1          29/08/2015    Temperatura de Orballo (ºC)               15,4
      1          30/08/2015    Temperatura de Orballo (ºC)               16,1
      1          31/08/2015    Temperatura de Orballo (ºC)               15,6
      1          01/09/2015    Temperatura de Orballo (ºC)               13
      1          02/09/2015    Temperatura de Orballo (ºC)               11,8
      1          03/09/2015    Temperatura de Orballo (ºC)               9,7
      1          04/09/2015    Temperatura de Orballo (ºC)               9,1
      1          05/09/2015    Temperatura de Orballo (ºC)               9,6
      1          06/09/2015    Temperatura de Orballo (ºC)               9,7
      1          07/09/2015    Temperatura de Orballo (ºC)               10,2
      1          08/09/2015    Temperatura de Orballo (ºC)               10,1
      1          09/09/2015    Temperatura de Orballo (ºC)               11
      1          10/09/2015    Temperatura de Orballo (ºC)               10,7
      1          11/09/2015    Temperatura de Orballo (ºC)               10,6
      1          12/09/2015    Temperatura de Orballo (ºC)               11,6
      1          13/09/2015    Temperatura de Orballo (ºC)               11,8
      1          14/09/2015    Temperatura de Orballo (ºC)               9,6
      1          15/09/2015    Temperatura de Orballo (ºC)               13,9
      1          16/09/2015    Temperatura de Orballo (ºC)               11,5
      1          17/09/2015    Temperatura de Orballo (ºC)               10,6
      1          18/09/2015    Temperatura de Orballo (ºC)               8,5
      1          19/09/2015    Temperatura de Orballo (ºC)               8,1
      1          20/09/2015    Temperatura de Orballo (ºC)               9,4
      1          21/09/2015    Temperatura de Orballo (ºC)               10,3
      1          22/09/2015    Temperatura de Orballo (ºC)               10
      1          23/09/2015    Temperatura de Orballo (ºC)               11
      1          24/09/2015    Temperatura de Orballo (ºC)               11,6
      1          25/09/2015    Temperatura de Orballo (ºC)               12,7
      1          26/09/2015    Temperatura de Orballo (ºC)               12,1
      1          27/09/2015    Temperatura de Orballo (ºC)               12,2
      1          28/09/2015    Temperatura de Orballo (ºC)               9,2
      1          29/09/2015    Temperatura de Orballo (ºC)               9,7
      1          30/09/2015    Temperatura de Orballo (ºC)               10,1
      1          01/10/2015    Temperatura de Orballo (ºC)               7
      1          02/10/2015    Temperatura de Orballo (ºC)               8
      1          03/10/2015    Temperatura de Orballo (ºC)               9,6
      1          04/10/2015    Temperatura de Orballo (ºC)               15,9
      1          05/10/2015    Temperatura de Orballo (ºC)               15,4
